区站号,数据类型,时间,入库时间,更正标识,本站气压,海平面气压,小时内最高本站气压,小时内最高本站气压出现时间,小时内最低本站气压,小时内最低本站气压出现时间,3小时变压,24小时变压,气温,气温,气温,气温,气温,24小时变温,气温,气温,露点温度,水汽压,相对湿度,相对湿度,相对湿度,总云量,低云量,低云或中云的云量,低云或中云的云高,云状1,云状2,云状3,云状4,云状5,云状6,云状7,云状8,低云状,中云状,高云状,水平能见度（人工）,1分钟平均水平能见度,10分钟平均水平能见度,最小水平能见度,最小水平能见度出现时间,降水量,过去3小时降水量,过去6小时降水量,过去12小时降水量,过去24小时降水量,人工加密观测降水量,人工加密观测降水量描述时间周期,现在天气,过去天气1,过去天气2,过去天气描述时间周期,天气现象,小时蒸发量,积雪深度,雪压,2分钟平均风向,风速,10分钟平均风向,10分钟平均风速,瞬时风向,瞬时风速,小时内最大风速的风向,小时内最大风速,小时内最大风速出现时间,小时内极大风速的风向,小时内极大风速,小时内极大风速出现时间,过去6小时极大瞬时风向,过去6小时极大瞬时风速,过去12小时极大瞬时风向,过去12小时极大瞬时风速,地面温度,小时内最高地面温度,小时内最高地面温度出现时间,小时内最低地面温度,小时内最低地面温度出现时间,过去12小时最低地面温度,5cm地温,10cm地温,15cm地温,20cm地温,40cm地温,80cm地温,160cm地温,320cm地温,冻土第1冻结层上限值,冻土第1冻结层下限值,冻土第2冻结层上限值,冻土第2冻结层下限值,草面（雪面）温度,小时内草面（雪面）最高温度,小时内草面（雪面）最高温度出现时间,小时内草面（雪面）最低温度,小时内草面（雪面）最低温度出现时间,地面状态,龙卷距测站距离编码,龙卷所在方位,电线积冰直径,最大冰雹的最大直径
53578/朔州,小时数据,2019-12-31 12,2019-12-31 11:58:43,000,901.0,1043.5,902.2,1101,901.0,1156,-2.6,-5.8,-9.9,-9.8,1143,-12.3,1101,2.8,-9.8,-25.1,-29.2,0.5,19,19,1144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12000,24416,16995,10202,1127,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(03,02,)03,02,05,.",-,-,-,101,1.2,36,1.0,136,1.7,130,1.3,1141,201,2.2,1118,351,2.7,357,3.6,2.3,3.0,1157,-1.2,1101,-28.4,-3.1,-8.4,-10.4,-10.7,-4.8,0.2,5.0,10.0,-,-,-,-,-2.0,-1.1,1157,-5.3,1103,-,-,-,-,-
53578/朔州,小时数据,2019-12-31 11,2019-12-31 11:02:42,000,902.3,1045.4,903.2,1001,902.3,1057,-1.5,-4.7,-12.3,-12.3,1100,-14.9,1001,1.3,-10.9,-25.1,-27.9,0.6,26,26,1054,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,10300,8695,10717,6628,1007,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,180,"(03,02,)03,02,05,.",-,-,-,220,1.2,225,1.0,224,1.6,167,1.1,1020,136,2.1,1044,3,3.4,357,3.6,-1.4,-1.4,1059,-8.3,1001,-28.4,-8.1,-12.2,-12.8,-12.1,-4.7,0.2,5.0,10.0,-,-,-,-,-5.3,-4.6,1054,-10.0,1001,-,-,-,-,-
53578/朔州,小时数据,2019-12-31 10,2019-12-31 09:58:46,000,903.2,1046.9,903.6,901,903.2,958,-0.8,-3.7,-15.0,-15.0,959,-20.2,901,-1.0,-10.9,-25.1,-26.5,0.7,37,37,958,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6900,6660,6999,5802,0912,0.0,0.0,0.0,0.0,0.0,-,-,5,-,-,-,"(03,02,)03,02,05,.",-,-,-,173,0.8,147,0.9,210,1.0,6,1.3,910,11,2.0,911,3,3.4,357,3.6,-8.7,-8.7,1000,-21.5,901,-28.4,-14.9,-16.2,-14.8,-13.0,-4.6,0.2,5.0,10.0,-,-,-,-,-10.3,-8.5,951,-20.3,901,-,-,-,-,-
53578/朔州,小时数据,2019-12-31 09,2019-12-31 08:58:52,000,903.6,1048.6,903.7,801,903.5,859,-0.6,-2.3,-20.3,-20.3,900,-24.4,801,-2.9,-10.9,-25.1,-27.0,0.7,55,55,858,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3200,6824,6767,1323,0833,0.0,0.0,0.0,0.0,0.0,-,-,5,-,-,-,"(03,02,)03,02,05,.",-,-,-,8,1.1,358,1.2,6,1.5,13,1.7,803,20,2.4,801,3,3.4,357,3.6,-21.5,-21.5,900,-27.7,801,-28.4,-20.6,-18.2,-15.3,-13.0,-4.5,0.2,5.1,10.0,-,-,-,-,-20.5,-20.5,900,-28.5,802,-,-,-,-,-
53578/朔州,小时数据,2019-12-31 08,2019-12-31 08:02:42,000,903.8,1049.7,904.2,711,903.8,757,-0.8,-1.1,-24.5,-24.4,701,-25.1,723,-5.7,-10.9,-25.1,-29.7,0.5,62,59,701,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,20000,-,20000,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,720,"(03,02,)03,02,.",-,0,-,18,1.6,4,1.4,26,2.1,11,1.4,747,20,2.2,756,3,3.4,357,3.6,-27.7,-27.7,755,-28.4,737,-28.4,-22.2,-18.4,-15.1,-12.8,-4.4,0.1,5.0,10.0,0,60,-,-,-28.3,-28.2,755,-29.6,714,-,-,-,-,-
53578/朔州,小时数据,2019-12-31 07,2019-12-31 06:59:02,000,904.0,1049.3,904.2,601,904.0,614,-1.3,0.2,-24.4,-22.1,624,-24.4,656,-6.3,-10.9,-24.4,-30.1,0.5,59,53,632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,356,1.1,350,0.9,354,1.2,8,1.8,601,351,2.7,601,3,3.4,3,4.2,-27.9,-25.9,610,-28.0,656,-28.0,-21.8,-18.0,-14.7,-12.4,-4.3,0.2,5.1,10.0,-,-,-,-,-29.4,-25.2,606,-29.6,659,-,-,-,-,-
53578/朔州,小时数据,2019-12-31 06,2019-12-31 05:58:57,000,904.2,1048.7,904.6,501,904.2,549,-2.0,1.2,-22.9,-22.2,514,-23.8,549,-5.5,-10.9,-23.8,-28.9,0.6,58,53,525,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,356,2.0,9,1.8,3,3.4,2,1.9,511,3,3.4,600,357,3.6,20,5.3,-27.1,-25.8,515,-27.6,552,-27.6,-21.4,-17.6,-14.4,-12.1,-4.2,0.2,5.1,10.0,-,-,-,-,-27.1,-25.4,515,-28.9,552,-,-,-,-,-
53578/朔州,小时数据,2019-12-31 05,2019-12-31 04:58:55,000,904.6,1048.8,905.3,401,904.6,458,-2.0,2.3,-23.3,-22.0,414,-23.5,453,-6.9,-10.9,-23.5,-29.5,0.5,57,52,423,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,360,1.3,3,1.4,23,2.4,351,1.6,420,3,2.5,418,357,3.6,20,5.3,-27.4,-25.5,413,-27.4,457,-27.4,-21.1,-17.3,-14.0,-11.7,-4.2,0.2,5.1,10.0,-,-,-,-,-28.2,-25.0,414,-28.9,447,-,-,-,-,-
53578/朔州,小时数据,2019-12-31 04,2019-12-31 03:58:54,000,905.3,1049.0,906.2,301,905.3,358,-1.3,3.5,-22.6,-21.1,305,-22.9,336,-6.9,-10.9,-22.9,-29.0,0.6,56,51,315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,3,1.7,16,1.3,11,2.0,10,1.8,301,360,2.5,301,357,3.6,298,7.5,-26.9,-24.6,302,-26.9,400,-26.9,-20.7,-16.9,-13.6,-11.4,-4.1,0.2,5.1,10.0,-,-,-,-,-27.9,-23.4,304,-28.5,349,-,-,-,-,-
53578/朔州,小时数据,2019-12-31 03,2019-12-31 02:58:44,000,906.2,1049.6,906.6,201,906.2,259,-1.2,4.3,-21.4,-21.4,300,-22.5,201,-6.3,-10.9,-22.7,-28.2,0.6,54,52,233,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,11,2.2,9,1.8,6,3.1,9,1.8,300,9,3.2,251,357,3.6,317,7.9,-25.0,-25.0,300,-26.6,244,-26.6,-20.4,-16.5,-13.2,-11.0,-4.0,0.2,5.1,10.0,-,-,-,-,-24.4,-24.2,258,-27.8,201,-,-,-,-,-
53578/朔州,小时数据,2019-12-31 02,2019-12-31 01:58:48,000,906.6,1050.3,906.7,144,906.5,106,-0.8,5.1,-22.5,-20.7,105,-22.6,157,-8.2,-10.9,-22.7,-29.3,0.5,54,49,108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,-,.,-,-,-,7,1.3,352,1.0,9,1.6,358,2.2,103,360,3.2,102,357,3.6,326,8.9,-26.3,-23.9,105,-26.3,200,-26.3,-19.9,-16.0,-12.8,-10.5,-3.9,0.2,5.1,10.0,-,-,-,-,-27.7,-22.9,105,-27.7,159,-,-,-,-,-
53578/朔州,小时数据,2019-12-31 01,2019-12-31 00:58:47,000,906.6,1050.1,907.4,1,906.6,58,-0.9,5.8,-21.0,-21.0,59,-22.7,9,-8.7,-10.9,-22.7,-28.5,0.6,51,51,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,359,2.2,360,2.0,360,3.1,360,2.0,100,357,3.6,58,3,4.2,326,8.9,-24.7,-24.7,100,-26.1,28,-26.1,-19.5,-15.6,-12.3,-10.0,-3.9,0.2,5.1,10.0,-,-,-,-,-23.9,-23.9,100,-27.8,7,-,-,-,-,-
53578/朔州,小时数据,2019-12-31 00,2019-12-30 23:58:54,000,907.4,1051.7,907.5,2309,907.3,2328,-0.1,7.1,-22.4,-21.3,2301,-22.4,2359,-11.1,-10.9,-22.4,-29.4,0.5,53,51,2301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20200,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,280,0.7,271,0.7,298,0.9,13,1.3,2331,23,1.7,2326,20,5.3,306,9.4,-25.6,-25.1,2301,-25.6,2326,-25.6,-19.0,-14.9,-11.6,-9.4,-3.8,0.2,5.1,10.0,-,-,-,-,-27.2,-26.1,2353,-27.6,2308,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 23,2019-12-30 22:58:54,000,907.4,1051.7,907.5,2201,907.4,2212,-0.2,7.6,-21.3,-20.2,2203,-21.3,2241,-10.4,-10.9,-21.3,-28.8,0.6,51,43,2201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17900,18286,18017,12821,2227,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,318,0.8,308,0.9,317,0.9,282,1.1,2207,281,1.7,2208,20,5.3,306,9.4,-25.1,-23.9,2201,-25.1,2258,-25.1,-18.2,-14.1,-10.9,-8.7,-3.8,0.2,5.1,10.0,-,-,-,-,-26.7,-25.0,2201,-26.9,2257,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 22,2019-12-30 21:58:48,000,907.5,1051.6,907.6,2101,907.4,2139,-0.1,8.4,-20.3,-18.7,2119,-20.4,2157,-10.8,-9.5,-20.4,-29.7,0.5,43,38,2128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21300,21888,23473,11397,2139,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,291,1.0,311,1.0,292,1.1,336,1.6,2109,357,2.8,2109,298,7.5,306,9.4,-23.9,-22.8,2101,-24.1,2151,-24.1,-17.2,-13.1,-10.0,-8.0,-3.7,0.2,5.1,10.0,-,-,-,-,-24.9,-23.1,2117,-25.5,2152,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 21,2019-12-30 20:59:01,000,907.5,1052.2,907.7,2023,907.5,2005,0.2,9.3,-19.0,-17.8,2001,-19.1,2031,-10.5,-8.5,-19.1,-29.2,0.5,40,34,2001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23600,22947,24505,23642,2054,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,337,1.5,344,1.4,349,1.9,345,1.4,2059,34,2.6,2038,317,7.9,306,9.4,-22.7,-21.5,2001,-23.2,2037,-23.2,-16.1,-12.1,-9.1,-7.3,-3.7,0.2,5.1,10.0,-,-,-,-,-23.1,-22.7,2001,-25.1,2037,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 20,2019-12-30 20:02:45,000,907.6,1052.4,907.7,1910,907.5,1902,0.7,10.2,-17.8,-15.6,1901,-17.9,1954,-10.6,-7.2,-18.8,-29.9,0.5,34,26,1901,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,24400,25616,28309,24472,1946,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,360,"(03,)03,.",-,0,-,293,0.8,296,1.2,306,0.9,346,2.3,1927,3,4.2,1923,326,8.9,306,9.4,-21.4,-18.0,1901,-21.5,1957,-21.5,-14.5,-10.6,-8.0,-6.5,-3.7,0.2,5.1,10.0,-,-,-,-,-22.2,-17.3,1901,-22.6,1957,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 19,2019-12-30 18:58:45,000,907.6,1051.5,907.6,1844,907.3,1801,0.9,11.2,-15.6,-14.5,1801,-15.6,1858,-10.0,-5.6,-18.8,-30.8,0.5,26,23,1814,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,1801,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(03,)03,.",-,-,-,6,1.8,7,2.2,20,2.7,48,2.6,1821,20,5.3,1849,326,8.9,306,9.4,-18.0,-16.8,1816,-18.0,1847,-21.6,-12.8,-9.3,-7.0,-5.8,-3.7,0.2,5.1,10.0,-,-,-,-,-17.1,-15.8,1815,-17.3,1847,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 18,2019-12-30 17:58:52,000,907.3,1050.6,907.4,1739,906.9,1701,1.0,12.1,-14.4,-12.9,1701,-14.4,1756,-10.1,-4.3,-18.8,-30.6,0.5,24,20,1701,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,1701,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(03,)03,.",-,-,-,13,2.1,11,2.2,23,2.5,317,3.0,1704,320,5.2,1702,306,9.4,306,9.4,-17.0,-14.0,1701,-17.0,1759,-21.6,-10.9,-7.6,-5.8,-5.0,-3.7,0.2,5.1,10.0,-,-,-,-,-16.7,-14.1,1701,-16.8,1759,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 17,2019-12-30 17:02:43,000,906.9,1049.4,907.0,1645,906.7,1601,0.8,12.9,-12.9,-11.8,1601,-12.9,1700,-10.0,-2.9,-18.8,-31.2,0.5,20,18,1622,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,1601,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,180,"(03,)03,.",-,-,-,319,2.6,320,2.9,340,3.2,311,4.6,1608,298,7.5,1617,306,9.4,306,9.4,-13.9,-5.4,1601,-13.9,1659,-21.6,-7.9,-5.4,-4.7,-4.6,-3.7,0.2,5.1,10.0,-,-,-,-,-14.1,-8.4,1603,-14.1,1659,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 16,2019-12-30 15:58:52,000,906.7,1048.6,906.8,1533,906.3,1501,0.6,14.1,-11.7,-11.2,1516,-11.8,1547,-10.9,-0.8,-18.8,-30.7,0.5,19,19,1501,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,1501,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(03,)03,.",-,-,-,310,5.3,311,4.2,317,7.9,335,4.8,1527,317,7.9,1600,306,9.4,306,9.4,-5.3,-1.6,1509,-5.3,1559,-21.6,-3.5,-3.6,-4.2,-4.6,-3.7,0.2,5.1,10.0,-,-,-,-,-9.1,-4.5,1516,-9.1,1600,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 15,2019-12-30 14:58:47,000,906.3,1047.9,906.4,1458,906.1,1401,-0.5,15.0,-11.3,-10.9,1402,-11.4,1407,-12.7,1.4,-18.8,-30.4,0.5,19,19,1401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,1401,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(03,)03,.",-,-,-,345,3.8,338,4.7,303,4.0,341,5.2,1411,326,8.9,1403,306,9.4,306,9.4,-2.0,1.4,1401,-2.0,1441,-21.6,-1.0,-3.1,-4.4,-5.1,-3.7,0.3,5.1,10.1,-,-,-,-,-5.5,-2.2,1401,-5.5,1500,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 14,2019-12-30 14:02:42,000,906.1,1047.3,906.2,1316,906.0,1341,-0.9,15.7,-11.0,-11.0,1400,-11.9,1302,-13.5,2.5,-18.8,-30.1,0.5,19,19,1332,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,1301,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,360,"(03,)03,.",-,0,-,350,3.7,347,3.9,6,4.4,344,5.5,1345,360,8.9,1344,306,9.4,306,9.4,1.3,1.6,1323,-0.8,1346,-21.6,0.0,-3.4,-5.1,-5.8,-3.6,0.3,5.1,10.1,-,-,-,-,-3.0,-2.2,1310,-5.0,1346,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 13,2019-12-30 12:58:52,000,906.1,1047.0,906.8,1201,906.1,1253,-0.8,16.0,-11.8,-11.8,1258,-13.0,1205,-14.3,2.5,-18.8,-29.8,0.5,21,21,1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,1201,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(03,)03,.",-,-,-,305,3.9,333,3.1,295,5.8,339,5.3,1203,306,9.4,1242,306,9.4,306,9.4,0.6,1.6,1254,-2.5,1204,-21.6,-0.6,-4.7,-6.3,-6.7,-3.6,0.3,5.1,10.1,-,-,-,-,-3.9,-3.1,1253,-6.8,1205,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 12,2019-12-30 11:58:47,000,906.8,1047.8,907.0,1101,906.7,1157,0.9,16.7,-12.7,-12.7,1138,-13.6,1101,-15.2,2.7,-18.8,-30.0,0.5,22,20,1122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,1101,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(03,)03,.",-,-,-,348,6.1,336,5.0,360,8.6,354,5.4,1125,360,9.0,1121,360,9.0,360,9.0,-1.9,-1.5,1159,-3.9,1114,-21.6,-3.0,-6.6,-7.7,-7.7,-3.5,0.3,5.1,10.1,-,-,-,-,-6.1,-5.4,1102,-7.9,1114,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 11,2019-12-30 11:02:44,000,907.0,1048.1,907.1,1032,906.9,1001,2.1,16.7,-13.6,-13.1,1029,-14.5,1008,-16.0,2.7,-18.8,-29.9,0.5,24,23,1058,0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,29175,1020,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,180,"(03,)03,.",-,-,-,323,2.3,336,3.0,315,3.1,336,3.0,1100,351,5.4,1052,349,6.8,349,6.8,-3.2,-1.9,1047,-5.6,1002,-21.6,-5.9,-9.0,-9.3,-8.7,-3.4,0.3,5.1,10.1,-,-,-,-,-6.8,-5.3,1043,-8.2,1011,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 10,2019-12-30 09:58:52,000,906.9,1047.7,906.9,956,905.9,901,3.1,17.0,-14.0,-14.0,957,-17.4,901,-15.3,2.7,-18.8,-27.5,0.6,31,31,959,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27100,30000,30000,25695,0914,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(03,).",-,-,-,24,1.0,177,0.7,9,1.5,344,2.0,901,326,2.4,902,349,6.8,349,6.8,-5.1,-5.1,959,-18.5,901,-21.6,-11.2,-12.3,-10.8,-9.2,-3.3,0.3,5.1,10.1,-,-,-,-,-6.9,-6.7,956,-17.8,901,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 09,2019-12-30 08:58:56,000,905.9,1047.3,905.9,857,904.9,801,2.9,16.5,-17.4,-17.4,859,-18.8,801,-12.4,2.7,-18.8,-28.3,0.6,38,38,846,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27900,30000,28604,27085,0831,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,"(03,).",-,-,-,338,1.8,347,2.0,317,2.4,347,2.7,808,349,4.5,805,349,6.8,337,9.3,-18.4,-17.4,836,-21.3,801,-21.6,-16.0,-13.6,-11.0,-9.0,-3.3,0.3,5.1,10.0,-,-,-,-,-17.8,-16.5,844,-20.5,801,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 08,2019-12-30 08:28:12,CCB,904.9,1046.1,904.9,800,903.8,701,2.6,16.8,-18.8,-18.0,711,-18.8,756,-10.3,2.7,-18.8,-28.8,0.6,41,39,701,0,-,-,2500,-,-,-,-,-,-,-,-,-,-,-,30000,-,30000,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,720,"(03,).",-,0,-,353,2.2,342,1.9,3,2.7,350,3.4,728,357,5.5,726,349,6.8,337,9.3,-21.3,-20.5,709,-21.6,746,-21.6,-16.9,-13.4,-10.5,-8.5,-3.2,0.3,5.2,10.1,0,59,-,-,-20.5,-19.5,710,-20.9,745,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 07,2019-12-30 06:59:04,000,903.8,1044.2,903.8,657,903.0,601,2.0,16.5,-18.1,-17.4,601,-18.1,655,-9.6,2.7,-18.1,-29.0,0.6,38,36,601,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,336,1.8,333,1.9,346,2.6,353,3.8,635,349,6.8,630,349,6.8,337,9.3,-20.7,-19.7,601,-20.7,658,-20.7,-16.2,-12.8,-10.0,-8.1,-3.1,0.3,5.2,10.1,-,-,-,-,-20.0,-18.6,601,-20.0,700,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 06,2019-12-30 05:58:44,000,903.0,1042.7,903.0,555,902.3,501,1.1,16.5,-17.4,-16.4,501,-17.4,600,-8.1,2.7,-17.4,-28.9,0.6,36,36,554,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,344,2.5,353,2.4,357,3.3,356,3.2,512,3,5.6,543,349,6.4,337,9.3,-19.8,-18.8,508,-19.8,534,-20.4,-15.6,-12.3,-9.5,-7.6,-3.0,0.3,5.2,10.1,-,-,-,-,-18.6,-17.7,504,-18.7,534,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 05,2019-12-30 04:58:48,000,902.3,1041.2,902.3,454,901.8,401,0.8,16.1,-16.4,-15.7,401,-16.4,458,-8.5,2.7,-16.4,-27.1,0.7,39,39,458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,349,2.2,355,2.8,20,3.5,358,3.0,458,357,5.3,454,349,6.4,337,9.3,-19.1,-18.5,413,-19.3,448,-20.4,-15.1,-11.7,-9.0,-7.1,-3.0,0.3,5.2,10.1,-,-,-,-,-17.9,-17.2,415,-18.2,448,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 04,2019-12-30 03:58:53,000,901.8,1039.9,902.0,304,901.7,348,1.0,16.1,-15.7,-15.0,305,-15.8,350,-8.8,2.7,-15.8,-24.2,0.9,48,48,356,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,353,1.9,356,2.3,340,2.7,355,2.4,358,351,3.8,356,337,6.6,337,9.3,-18.7,-18.0,302,-20.4,341,-20.4,-14.7,-11.1,-8.3,-6.5,-2.9,0.3,5.2,10.1,-,-,-,-,-17.4,-17.3,358,-20.4,342,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 03,2019-12-30 02:58:47,000,901.9,1039.2,902.0,250,901.5,201,1.6,16.5,-15.1,-14.3,201,-15.2,253,-7.5,2.7,-15.2,-23.2,0.9,50,49,201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,0201,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,317,2.2,305,2.1,334,2.5,347,2.5,230,360,4.4,232,337,9.3,337,9.3,-18.1,-16.9,212,-18.1,252,-18.3,-13.5,-10.2,-7.6,-6.0,-2.9,0.3,5.2,10.1,-,-,-,-,-17.6,-15.9,219,-17.6,251,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 02,2019-12-30 01:58:52,000,901.5,1038.2,901.5,159,900.8,101,1.7,17.0,-14.3,-12.4,101,-14.3,158,-9.9,2.7,-14.3,-22.7,1.0,49,40,101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,0101,0.0,0.0,0.0,0.0,0.0,-,-,0,0,0,-,.,-,-,-,331,2.2,313,1.8,315,3.3,321,1.8,154,343,3.8,158,337,9.3,337,9.3,-17.4,-16.2,101,-18.3,140,-18.3,-12.8,-9.4,-6.9,-5.4,-2.9,0.3,5.2,10.1,-,-,-,-,-16.6,-15.2,119,-18.5,140,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 01,2019-12-30 00:58:50,000,900.8,1036.9,900.8,55,900.3,1,1.7,16.6,-12.3,-11.3,1,-12.3,59,-3.9,2.7,-12.3,-23.1,1.0,40,39,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,0001,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,310,1.5,312,1.7,340,2.1,350,3.5,37,349,6.4,17,337,9.3,337,9.3,-16.2,-14.0,1,-16.2,59,-16.2,-11.5,-8.5,-6.2,-4.9,-2.9,0.3,5.2,10.1,-,-,-,-,-15.6,-12.5,9,-15.7,59,-,-,-,-,-
53578/朔州,小时数据,2019-12-30 00,2019-12-29 23:59:01,000,900.3,1036.1,900.3,2324,899.8,2301,2.1,15.7,-11.3,-10.9,2301,-11.3,2321,-2.6,2.7,-11.3,-22.2,1.0,40,40,2357,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30000,30000,30000,30000,2301,0.0,0.0,0.0,0.0,0.0,-,-,0,-,-,-,.,-,-,-,5,3.0,2,3.2,360,4.2,352,4.0,2305,360,6.4,2347,337,9.3,337,9.3,-14.0,-13.2,2306,-14.0,2322,-14.0,-10.6,-7.7,-5.5,-4.3,-2.9,0.3,5.2,10.1,-,-,-,-,-12.8,-12.0,2305,-13.1,2322,-,-,-,-,-
