区站号,数据类型,时间,入库时间,更正标识,本站气压,海平面气压,气温,水汽压,相对湿度,1分钟平均水平能见度,降水量,小时蒸发量,2分钟平均风向,风速,10分钟平均风向,10分钟平均风速,地面温度,草面（雪面）温度,总云量,低云量,水平能见度（人工）
53759/石楼,小时数据,2024-12-28 11,2024-12-28 11:00:40,000,903.2,1040.7,-5.9,1.4,35,15782,0.0,-,68,0.7,49,1.1,-4.8,5.6,-,-,14800
53759/石楼,小时数据,2024-12-28 10,2024-12-28 10:00:41,000,903.8,1042.2,-9.7,1.5,50,13338,0.0,-,PPC,0.0,PPC,0.0,-10.6,2.3,-,-,13200
53759/石楼,小时数据,2024-12-28 09,2024-12-28 09:00:40,000,903.9,1043.4,-13.3,1.3,61,11840,0.0,-,211,0.4,224,0.4,-17.8,-5.9,-,-,11400
53759/石楼,小时数据,2024-12-28 08,2024-12-28 08:00:43,000,903.9,1043.6,-14.8,1.2,61,11412,0.0,-,197,0.7,49,0.3,-21.0,-19.2,-,-,11200
53759/石楼,小时数据,2024-12-28 07,2024-12-28 07:00:44,000,904.0,1043.4,-14.4,1.2,58,11288,0.0,-,PPC,0.0,207,0.3,-21.2,-21.5,-,-,11200
53759/石楼,小时数据,2024-12-28 06,2024-12-28 06:00:46,000,903.8,1043.1,-14.5,1.2,59,11418,0.0,-,PPC,0.0,PPC,0.0,-20.9,-21.3,-,-,11300
53759/石楼,小时数据,2024-12-28 05,2024-12-28 05:00:38,000,903.9,1042.8,-14.5,1.2,59,11193,0.0,-,PPC,0.0,PPC,0.0,-20.6,-20.8,-,-,11100
53759/石楼,小时数据,2024-12-28 04,2024-12-28 04:00:40,000,904.1,1042.6,-13.4,1.2,56,11292,0.0,-,PPC,0.0,PPC,0.0,-20.2,-20.2,-,-,11200
53759/石楼,小时数据,2024-12-28 03,2024-12-28 03:00:39,000,904.7,1043.0,-12.6,1.2,52,11311,0.0,-,218,0.3,PPC,0.2,-19.8,-19.8,-,-,11200
53759/石楼,小时数据,2024-12-28 02,2024-12-28 02:00:39,000,904.7,1043.2,-12.7,1.2,52,11396,0.0,-,PPC,0.0,PPC,0.2,-19.4,-18.1,-,-,11200
53759/石楼,小时数据,2024-12-28 01,2024-12-28 01:00:40,000,905.1,1043.7,-12.3,1.2,51,11144,0.0,-,PPC,0.0,182,0.5,-19.0,-18.0,-,-,11200
53759/石楼,小时数据,2024-12-28 00,2024-12-28 00:00:49,000,906.0,1044.8,-11.9,1.2,50,11181,0.0,-,PPC,0.2,254,0.3,-18.5,-17.9,-,-,11300
53759/石楼,小时数据,2024-12-27 23,2024-12-27 23:00:41,000,906.4,1045.1,-10.4,1.2,42,11984,0.0,-,129,1.1,127,1.1,-17.9,-16.1,-,-,12000
53759/石楼,小时数据,2024-12-27 22,2024-12-27 22:00:41,000,907.0,1045.7,-9.5,1.2,39,12068,0.0,-,74,0.5,80,0.3,-17.5,-17.1,-,-,12000
53759/石楼,小时数据,2024-12-27 21,2024-12-27 21:00:38,000,907.2,1046.1,-9.5,1.2,41,11660,0.0,-,208,1.2,209,0.9,-17.0,-15.5,-,-,11600
53759/石楼,小时数据,2024-12-27 20,2024-12-27 20:00:43,000,907.5,1046.2,-8.7,1.2,38,11335,0.0,-,349,0.5,327,0.3,-16.1,-15.3,-,-,10900
53759/石楼,小时数据,2024-12-27 19,2024-12-27 19:00:40,000,907.7,1046.2,-8.3,1.2,37,11551,0.0,-,332,0.6,331,0.8,-15.1,-14.5,-,-,11500
53759/石楼,小时数据,2024-12-27 18,2024-12-27 18:00:38,000,907.4,1045.6,-7.9,1.2,36,12229,0.0,-,346,2.4,352,2.2,-13.4,-9.5,-,-,12300
53759/石楼,小时数据,2024-12-27 17,2024-12-27 17:00:41,000,907.3,1045.0,-6.3,1.2,31,13604,0.0,-,357,3.8,355,3.8,-10.9,-5.3,-,-,13600
53759/石楼,小时数据,2024-12-27 16,2024-12-27 16:00:42,000,907.1,1044.6,-6.0,1.1,29,14485,0.0,-,343,4.4,338,3.4,-6.8,-0.1,-,-,14100
53759/石楼,小时数据,2024-12-27 15,2024-12-27 15:00:38,000,907.2,1044.7,-5.8,1.2,29,15234,0.0,-,347,5.0,354,4.0,-3.5,1.4,-,-,14400
53759/石楼,小时数据,2024-12-27 14,2024-12-27 14:00:40,000,907.3,1044.8,-6.4,1.1,30,14180,0.0,-,348,3.2,329,4.3,-2.3,1.2,-,-,13500
53759/石楼,小时数据,2024-12-27 13,2024-12-27 13:00:38,000,907.8,1045.3,-6.8,1.1,31,13832,0.0,-,351,7.5,354,7.5,-1.5,0.6,-,-,13800
